faq_id,domain,subdomain,intent_type,customer_difficulty,question,answer,keywords,risk_level,handoff_required,review_note,source_name,source_url,embedding_text,char_len,ready_status,,요약,
1,금융상담,대출/금리,설명형,금리 구조 이해 어려움,고정금리와 변동금리의 차이는 무엇인가요?,"고정금리는 약정한 기간 동안 금리가 동일하고, 변동금리는 기준금리나 시장금리 변동에 따라 금리가 조정됩니다. 금리 상승 위험을 줄이고 싶다면 고정금리, 초기 금리 부담과 향후 금리 하락 가능성을 함께 보려면 변동금리를 검토할 수 있습니다. 실제 적용 방식은 상품설명서와 계약조건을 확인해야 합니다.","고정금리,변동금리,대출금리,금리비교",중간,N,상품별 세부 금리 산식은 기관마다 달라 최종 안내 전 상품설명서 확인 필요,공개 금융소비자보호 자료(대출가이드) 참고 정제,https://www.asanbank.co.kr/PtcLogiInfo_002.act,"금융상담 | 대출/금리 | 설명형 | Q: 고정금리와 변동금리의 차이는 무엇인가요? | A: 고정금리는 약정한 기간 동안 금리가 동일하고, 변동금리는 기준금리나 시장금리 변동에 따라 금리가 조정됩니다. 금리 상승 위험을 줄이고 싶다면 고정금리, 초기 금리 부담과 향후 금리 하락 가능성을 함께 보려면 변동금리를 검토할 수 있습니다. 실제 적용 방식은 상품설명서와 계약조건을 확인해야 합니다. | 키워드: 고정금리,변동금리,대출금리,금리비교",245,READY,,총 FAQ 수,34
12,금융상담,예금/대출연계,설명형,담보 가능 여부 불명확,예금이나 적금을 담보로 대출받을 수 있나요?,"일반적으로 본인 명의 예금·적금을 담보로 한 대출 상품이 제공되기도 합니다. 다만 담보 인정 비율, 가능 상품, 금리, 중도해지 제한은 금융회사와 상품에 따라 다르므로 보유 계좌와 담보대출 가능 여부를 개별 확인해야 합니다.","예금담보대출,적금담보,담보비율",중간,Y,보유 상품 확인이 필요해 개인조회 필요,공개 은행 FAQ 참고 정제,https://www.smartbank.co.kr/CstList_001.act,"금융상담 | 예금/대출연계 | 설명형 | Q: 예금이나 적금을 담보로 대출받을 수 있나요? | A: 일반적으로 본인 명의 예금·적금을 담보로 한 대출 상품이 제공되기도 합니다. 다만 담보 인정 비율, 가능 상품, 금리, 중도해지 제한은 금융회사와 상품에 따라 다르므로 보유 계좌와 담보대출 가능 여부를 개별 확인해야 합니다. | 키워드: 예금담보대출,적금담보,담보비율",205,REVIEW,,,
13,금융상담,카드,절차형,카드 해지 후 영향 우려,신용카드는 어떻게 해지하나요?,"신용카드 해지는 앱, 고객센터, 홈페이지, 영업점 등에서 가능할 수 있습니다. 다만 미청구 금액, 자동납부, 할부 잔액, 포인트, 가족카드 연계 여부를 먼저 확인해야 합니다. 해지 전에 연결 서비스와 결제 예정 내역을 점검하는 것이 안전합니다.","신용카드해지,자동납부,할부잔액,포인트",중간,N,카드사별 경로 차이 있음,공개 카드 FAQ 참고 정제,https://www.shinhancard.com/pconts/html/helpdesk/consumer/MOBFM324/MOBFM12310.html,"금융상담 | 카드 | 절차형 | Q: 신용카드는 어떻게 해지하나요? | A: 신용카드 해지는 앱, 고객센터, 홈페이지, 영업점 등에서 가능할 수 있습니다. 다만 미청구 금액, 자동납부, 할부 잔액, 포인트, 가족카드 연계 여부를 먼저 확인해야 합니다. 해지 전에 연결 서비스와 결제 예정 내역을 점검하는 것이 안전합니다. | 키워드: 신용카드해지,자동납부,할부잔액,포인트",207,READY,,,
14,금융상담,카드,민원형,연회비 환급 여부 혼란,카드를 해지하면 연회비는 환불되나요?,"연회비 환급 여부와 금액은 카드사 약관과 사용 기간, 부가서비스 이용 여부 등에 따라 달라질 수 있습니다. 보통 잔여 기간에 따라 일부 환급이 가능할 수 있으나, 이미 제공된 서비스 비용이 차감될 수 있어 카드사 약관 확인이 필요합니다.","연회비환불,카드해지,약관",중간,Y,약관·사용내역 확인 필요,공개 카드 FAQ 참고 정제,https://www.shinhancard.com/pconts/html/helpdesk/consumer/MOBFM324/MOBFM12310.html,"금융상담 | 카드 | 민원형 | Q: 카드를 해지하면 연회비는 환불되나요? | A: 연회비 환급 여부와 금액은 카드사 약관과 사용 기간, 부가서비스 이용 여부 등에 따라 달라질 수 있습니다. 보통 잔여 기간에 따라 일부 환급이 가능할 수 있으나, 이미 제공된 서비스 비용이 차감될 수 있어 카드사 약관 확인이 필요합니다. | 키워드: 연회비환불,카드해지,약관",200,REVIEW,,,
15,금융상담,카드,민원형,할부 수수료 불만,할부 이용 시 왜 총 결제금액이 늘어나나요?,"일부 할부 거래에는 할부수수료가 포함될 수 있어 일시불보다 총 결제금액이 커질 수 있습니다. 무이자 할부 여부, 부분 무이자 조건, 카드사별 프로모션 적용 여부를 함께 확인해야 정확한 부담 금액을 알 수 있습니다.","할부수수료,무이자할부,카드결제",중간,N,프로모션·가맹점 조건 확인 필요,공개 금융 FAQ 참고 정제,https://www.kebhana.com/cont/customer/customer01/index.jsp,"금융상담 | 카드 | 민원형 | Q: 할부 이용 시 왜 총 결제금액이 늘어나나요? | A: 일부 할부 거래에는 할부수수료가 포함될 수 있어 일시불보다 총 결제금액이 커질 수 있습니다. 무이자 할부 여부, 부분 무이자 조건, 카드사별 프로모션 적용 여부를 함께 확인해야 정확한 부담 금액을 알 수 있습니다. | 키워드: 할부수수료,무이자할부,카드결제",194,READY,,,
16,금융상담,자동이체,절차형,납부 누락 우려,자동이체를 변경하거나 해지하려면 어떻게 하나요?,"자동이체는 등록된 은행이나 카드사 앱, 인터넷뱅킹, 고객센터, 수납기관에서 변경 또는 해지가 가능한 경우가 많습니다. 다만 처리 시점에 따라 다음 결제일부터 반영될 수 있으므로 마감일 전에 신청하는 것이 좋습니다.","자동이체변경,자동이체해지,납부일",낮음,N,수납기관별 반영 시점 차이 있음,공개 금융 FAQ 참고 정제,https://www.kebhana.com/cont/customer/customer01/index.jsp,"금융상담 | 자동이체 | 절차형 | Q: 자동이체를 변경하거나 해지하려면 어떻게 하나요? | A: 자동이체는 등록된 은행이나 카드사 앱, 인터넷뱅킹, 고객센터, 수납기관에서 변경 또는 해지가 가능한 경우가 많습니다. 다만 처리 시점에 따라 다음 결제일부터 반영될 수 있으므로 마감일 전에 신청하는 것이 좋습니다. | 키워드: 자동이체변경,자동이체해지,납부일",199,READY,,,
17,금융상담,정책서민금융,조회형,지원 대상 이해 어려움,서민금융 상품은 어떤 사람에게 도움이 되나요?,"정책서민금융 상품은 일반 금융권 이용이 어렵거나 금리 부담이 큰 서민·취약계층을 지원하기 위해 운영됩니다. 상품마다 소득, 연령, 재직 상태, 신용 수준 등 요건이 다르므로 본인 상황에 맞는 상품을 먼저 확인해야 합니다.","서민금융,정책금융,지원대상,취약계층",중간,N,정확한 자격요건은 상품별 확인 필요,서민금융진흥원 FAQ 공개데이터 참고 정제,https://www.data.go.kr/data/15151953/fileData.do,"금융상담 | 정책서민금융 | 조회형 | Q: 서민금융 상품은 어떤 사람에게 도움이 되나요? | A: 정책서민금융 상품은 일반 금융권 이용이 어렵거나 금리 부담이 큰 서민·취약계층을 지원하기 위해 운영됩니다. 상품마다 소득, 연령, 재직 상태, 신용 수준 등 요건이 다르므로 본인 상황에 맞는 상품을 먼저 확인해야 합니다. | 키워드: 서민금융,정책금융,지원대상,취약계층",206,READY,,,
18,금융상담,정책서민금융,절차형,신청 경로 혼란,정책서민금융 상품은 어디에서 신청하나요?,"정책서민금융 상품은 서민금융진흥원 안내 채널, 협약 금융회사, 전용 앱이나 홈페이지, 콜센터 등을 통해 상담·신청할 수 있습니다. 상품마다 신청 채널과 필요 서류가 달라 사전에 공식 안내를 확인하는 것이 좋습니다.","정책서민금융신청,협약은행,서금원,콜센터",중간,N,상품별 신청 경로 차이 있음,서민금융진흥원 FAQ 공개데이터 참고 정제,https://www.kinfa.or.kr/counselingSupport/oftendoneQuestion.do,"금융상담 | 정책서민금융 | 절차형 | Q: 정책서민금융 상품은 어디에서 신청하나요? | A: 정책서민금융 상품은 서민금융진흥원 안내 채널, 협약 금융회사, 전용 앱이나 홈페이지, 콜센터 등을 통해 상담·신청할 수 있습니다. 상품마다 신청 채널과 필요 서류가 달라 사전에 공식 안내를 확인하는 것이 좋습니다. | 키워드: 정책서민금융신청,협약은행,서금원,콜센터",201,READY,,,
19,금융상담,정책서민금융,조회형,햇살론 종류 혼란,햇살론에는 어떤 종류가 있나요?,"햇살론은 이용 목적과 대상에 따라 여러 상품으로 운영될 수 있습니다. 예를 들어 청년 대상, 카드 기반, 생활안정자금 등 세부 유형이 나뉘며 각 상품별 자격과 금리, 한도, 보증 조건이 다를 수 있습니다.","햇살론,햇살론유스,햇살론카드,생활안정자금",중간,N,최신 상품 구성은 공식 페이지 확인 필요,서민금융진흥원 FAQ 공개데이터 참고 정제,https://www.data.go.kr/data/15151953/fileData.do,"금융상담 | 정책서민금융 | 조회형 | Q: 햇살론에는 어떤 종류가 있나요? | A: 햇살론은 이용 목적과 대상에 따라 여러 상품으로 운영될 수 있습니다. 예를 들어 청년 대상, 카드 기반, 생활안정자금 등 세부 유형이 나뉘며 각 상품별 자격과 금리, 한도, 보증 조건이 다를 수 있습니다. | 키워드: 햇살론,햇살론유스,햇살론카드,생활안정자금",192,READY,,,
20,금융상담,정책서민금융,절차형,은행 변경 가능 여부 혼란,이미 계좌나 상품 신청을 했는데 다른 은행으로 변경할 수 있나요?,"신청 단계나 진행 상태에 따라 다른 금융회사로 변경이 가능한 경우도 있고, 기존 신청을 취소하거나 해지한 뒤 재신청해야 하는 경우도 있습니다. 중복 신청 가능 여부와 변경 절차는 상품 및 진행 단계에 따라 달라집니다.","은행변경,재신청,중복신청,계좌개설",중간,Y,신청 단계 확인이 필요해 상세 상담 권장,서민금융진흥원 FAQ 공개데이터 참고 정제,https://www.data.go.kr/data/15151953/fileData.do,"금융상담 | 정책서민금융 | 절차형 | Q: 이미 계좌나 상품 신청을 했는데 다른 은행으로 변경할 수 있나요? | A: 신청 단계나 진행 상태에 따라 다른 금융회사로 변경이 가능한 경우도 있고, 기존 신청을 취소하거나 해지한 뒤 재신청해야 하는 경우도 있습니다. 중복 신청 가능 여부와 변경 절차는 상품 및 진행 단계에 따라 달라집니다. | 키워드: 은행변경,재신청,중복신청,계좌개설",214,REVIEW,,,
21,금융상담,정책서민금융,설명형,보증료 개념 이해 부족,보증료는 무엇이고 왜 발생하나요?,"정책서민금융 일부 상품은 보증기관이 상환 위험을 일부 보완하기 때문에 보증료가 붙을 수 있습니다. 보증료율, 감면 조건, 교육 이수에 따른 혜택 여부는 상품마다 다르므로 공식 안내를 확인해야 합니다.","보증료,보증기관,정책금융",중간,N,보증료 감면 조건은 상품별 상이,서민금융진흥원 FAQ 공개데이터 참고 정제,https://www.kinfa.or.kr/counselingSupport/oftendoneQuestion.do,"금융상담 | 정책서민금융 | 설명형 | Q: 보증료는 무엇이고 왜 발생하나요? | A: 정책서민금융 일부 상품은 보증기관이 상환 위험을 일부 보완하기 때문에 보증료가 붙을 수 있습니다. 보증료율, 감면 조건, 교육 이수에 따른 혜택 여부는 상품마다 다르므로 공식 안내를 확인해야 합니다. | 키워드: 보증료,보증기관,정책금융",181,READY,,,
22,금융상담,정책서민금융,절차형,필요 서류 부담,서민금융 상담이나 신청 시 어떤 서류가 필요한가요?,"일반적으로 신분증, 소득 확인 자료, 재직 확인 자료, 주민등록 정보 등 기본 서류가 요구될 수 있습니다. 다만 상품과 신청 채널, 본인 상황에 따라 제출 서류가 달라질 수 있으므로 사전 안내를 반드시 확인해야 합니다.","필요서류,재직증명,소득증빙,신분증",중간,N,서류 목록은 상품별 확인 필요,서민금융진흥원 FAQ 공개데이터 참고 정제,https://www.kinfa.or.kr/counselingSupport/oftendoneQuestion.do,"금융상담 | 정책서민금융 | 절차형 | Q: 서민금융 상담이나 신청 시 어떤 서류가 필요한가요? | A: 일반적으로 신분증, 소득 확인 자료, 재직 확인 자료, 주민등록 정보 등 기본 서류가 요구될 수 있습니다. 다만 상품과 신청 채널, 본인 상황에 따라 제출 서류가 달라질 수 있으므로 사전 안내를 반드시 확인해야 합니다. | 키워드: 필요서류,재직증명,소득증빙,신분증",207,READY,,,
23,금융상담,정책서민금융,설명형,부결 후 대안 부족,정책서민금융 심사에서 떨어지면 다른 방법이 있나요?,"상품별로 자격이 맞지 않거나 심사에 부결된 경우 다른 정책서민금융 상품이나 맞춤대출, 신용·부채관리 상담을 검토할 수 있습니다. 단, 모든 경우에 대출이 가능한 것은 아니므로 공식 상담 채널을 통해 대안을 확인하는 것이 좋습니다.","부결,대안상품,맞춤대출,부채관리",높음,Y,개인 상황별 대안 추천은 전문상담 필요,서민금융진흥원 FAQ 공개데이터 참고 정제,https://www.kinfa.or.kr/counselingSupport/oftendoneQuestion.do,"금융상담 | 정책서민금융 | 설명형 | Q: 정책서민금융 심사에서 떨어지면 다른 방법이 있나요? | A: 상품별로 자격이 맞지 않거나 심사에 부결된 경우 다른 정책서민금융 상품이나 맞춤대출, 신용·부채관리 상담을 검토할 수 있습니다. 단, 모든 경우에 대출이 가능한 것은 아니므로 공식 상담 채널을 통해 대안을 확인하는 것이 좋습니다. | 키워드: 부결,대안상품,맞춤대출,부채관리",212,REVIEW,,,
24,금융상담,정책서민금융,절차형,문의처 불명확,상품 관련 문의는 어디로 하면 되나요?,"정책서민금융 상품은 서민금융진흥원 콜센터나 협약 금융회사 콜센터, 공식 홈페이지에서 안내받을 수 있습니다. 상품과 보증, 대출 실행 주체가 다를 수 있어 문의처도 달라질 수 있습니다.","문의처,콜센터,협약은행,서민금융진흥원",낮음,N,상품별 문의처 분기 필요,서민금융진흥원 FAQ 공개데이터 참고 정제,https://www.fsc.go.kr/po020201/76303?curPage=1&srchBeginDt=&srchCtgry=&srchEndDt=&srchKey=&srchText=,"금융상담 | 정책서민금융 | 절차형 | Q: 상품 관련 문의는 어디로 하면 되나요? | A: 정책서민금융 상품은 서민금융진흥원 콜센터나 협약 금융회사 콜센터, 공식 홈페이지에서 안내받을 수 있습니다. 상품과 보증, 대출 실행 주체가 다를 수 있어 문의처도 달라질 수 있습니다. | 키워드: 문의처,콜센터,협약은행,서민금융진흥원",182,READY,,,
25,금융상담,보안/피해예방,절차형,명의도용 계좌 확인 어려움,"내 명의로 개설된 계좌나 카드, 대출을 한 번에 확인할 수 있나요?","계좌정보통합관리서비스나 관련 공식 앱을 통해 본인 명의의 예금, 카드, 대출 계좌 현황을 확인할 수 있습니다. 조회 후 본인이 모르는 거래가 있다면 즉시 해당 금융회사에 신고하고 지급정지나 추가 확인 절차를 진행해야 합니다.","내계좌한눈에,내카드한눈에,대출조회,명의도용",중간,N,피해 정황이 있으면 즉시 사람 상담 연결 권장,공개 피해예방 안내 참고 정제,https://www.counterscam112.go.kr/board/CONTENT_000000000006.do,"금융상담 | 보안/피해예방 | 절차형 | Q: 내 명의로 개설된 계좌나 카드, 대출을 한 번에 확인할 수 있나요? | A: 계좌정보통합관리서비스나 관련 공식 앱을 통해 본인 명의의 예금, 카드, 대출 계좌 현황을 확인할 수 있습니다. 조회 후 본인이 모르는 거래가 있다면 즉시 해당 금융회사에 신고하고 지급정지나 추가 확인 절차를 진행해야 합니다. | 키워드: 내계좌한눈에,내카드한눈에,대출조회,명의도용",225,READY,,,
26,금융상담,보안/피해예방,절차형,비대면 개설 차단 필요,원하지 않는 비대면 계좌 개설을 미리 막을 수 있나요?,"비대면 계좌개설 안심차단과 같은 서비스가 제공되는 경우, 미리 신청해 비대면 신규 개설을 제한할 수 있습니다. 신청 가능 채널과 대상 계좌 범위는 제도 안내를 확인해야 합니다.","비대면계좌개설안심차단,명의도용방지",중간,N,운영 기관·적용 범위 최신 안내 확인,공개 정책 안내 참고 정제,https://www.korea.kr/news/reporterView.do?newsId=148942533,"금융상담 | 보안/피해예방 | 절차형 | Q: 원하지 않는 비대면 계좌 개설을 미리 막을 수 있나요? | A: 비대면 계좌개설 안심차단과 같은 서비스가 제공되는 경우, 미리 신청해 비대면 신규 개설을 제한할 수 있습니다. 신청 가능 채널과 대상 계좌 범위는 제도 안내를 확인해야 합니다. | 키워드: 비대면계좌개설안심차단,명의도용방지",186,READY,,,
